symbol,name,exchange,index,source_url,as_of,stage
KNF,Knife River Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
KNSL,Kinsale Capital Group,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
KNX,Knight-Swift,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
KRC,Kilroy Realty Corp,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
KRG,Kite Realty Group Trust,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
KRYS,Krystal Biotech,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
KTOS,Kratos Defense & Security Solutions,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
LAD,Lithia Motors,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LAMR,Lamar Advertising Company,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LEA,Lear,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LECO,Lincoln Electric,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LFUS,Littelfuse,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LIVN,LivaNova,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LNTH,Lantheus Holdings,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LOPE,Grand Canyon Education,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LPX,Louisiana-Pacific,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
LSCC,Lattice Semiconductor,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
LSTR,Landstar System,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
M,Macy's,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MANH,Manhattan Associates,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MAT,Mattel,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MEDP,Medpace,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MIDD,Middleby,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MKSI,MKS Instruments,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MLI,Mueller Industries,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MMS,Maximus Inc.,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MOG-A,Moog Inc.,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
MOH,Molina Healthcare,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MORN,"Morningstar, Inc.",US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MP,MP Materials,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
MSA,MSA Safety,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MSM,MSC Industrial Direct,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MTDR,Matador Resources,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MTG,MGIC Investment Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MTN,Vail Resorts,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MTSI,MACOM Technology Solutions,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
MTZ,MasTec,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MUR,Murphy Oil,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MUSA,Murphy USA,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
MZTI,The Marzetti Company,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NBIX,Neurocrine Biosciences,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
NEU,NewMarket Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NFG,National Fuel Gas,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NJR,New Jersey Resources,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NLY,Annaly Capital Management,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NNN,NNN Reit,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NOV,NOV Inc.,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
NOVT,Novanta,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NTNX,Nutanix,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
NVST,Envista Holdings,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NVT,nVent Electric plc,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
NWE,NorthWestern Energy,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NXST,Nexstar Media Group,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
NXT,Nextpower,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
NYT,New York Times Company,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
OC,Owens Corning,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
OGE,OGE Energy,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
OGS,One Gas,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
OHI,Omega Healthcare Investors,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
OKTA,"Okta, Inc.",US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
OLED,Universal Display,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
OLLI,Ollie's Bargain Outlet,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
OLN,Olin Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
ONB,Old National Bank,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
ONTO,Onto Innovation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
OPCH,Option Care Health,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
ORA,Ormat Technologies,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
ORI,Old Republic International,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
OSK,Oshkosh,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
OVV,Ovintiv,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
OZK,Bank OZK,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
P,Everpure,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PAG,Penske Automotive Group,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PATH,UiPath,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
PB,Prosperity Bancshares,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PBF,PBF Energy,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PCTY,Paylocity,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
PEGA,Pegasystems,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
PEN,"Penumbra, Inc.",US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
PFGC,Performance Food Group,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PII,Polaris,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PINS,Pinterest,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
PK,Park Hotels & Resorts,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PLNT,Planet Fitness,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PNFP,Pinnacle Financial Partners,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
POR,Portland General Electric,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
POST,Post Holdings,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PPC,Pilgrim's Pride,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PR,Permian Resources,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
PRI,Primerica,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PSN,Parsons Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
PVH,PVH Corp.,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
QLYS,Qualys,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
R,Ryder,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RBA,RB Global,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RBC,RBC Bearings,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
REXR,Rexford Industrial Realty,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
RGA,Reinsurance Group of America,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RGEN,Repligen,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RGLD,Royal Gold,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RH,RH,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
RLI,RLI Corp.,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RMBS,Rambus,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
RNR,RenaissanceRe,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
ROIV,Roivant Sciences,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
ROKU,"Roku, Inc.",US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
RPM,RPM International,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RRC,Range Resources,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
RRX,Regal Rexnord,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RS,"Reliance, Inc.",US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RYAN,Ryan Specialty,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
RYN,Rayonier,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SAIA,Saia,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SAIC,Science Applications Intl Corp,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
SAM,Boston Beer Company,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SANM,Sanmina Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
SARO,StandardAero,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SBRA,Sabra Health Care REIT,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SCI,Service Corp Intl,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SEIC,SEI Investments Company,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SF,Stifel,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SFM,Sprouts Farmers Market,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SGI,Somnigroup International,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SHC,Sotera Health,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SIGI,Selective Insurance Group,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SIRI,SiriusXM,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SITM,SiTime,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
SLAB,Silicon Labs,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
SLGN,Silgan Holdings,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SLM,SLM Corp,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SMG,Scotts Miracle-Gro Company,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SMTC,Semtech,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
SN,SharkNinja,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SNX,TD Synnex,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SOLS,Solstice Advanced Materials,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SON,Sonoco,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SPXC,SPX Technologies,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SR,Spire,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SSB,South State Bank,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SSD,Simpson Manufacturing,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
ST,Sensata Technologies,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
STAG,STAG Industrial,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
STRL,Sterling Infrastructure,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
STWD,Starwood Property Trust,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SUI,Sun Communities,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
SWX,Southwest Gas Corp,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
SYNA,Synaptics,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
TCBI,Texas Capital Bancshares,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TEX,Terex,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
THC,Tenet Health,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
THG,Hanover Insurance,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
THO,Thor Industries,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TKR,Timken,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TLN,Talen Energy,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
TNL,Travel + Leisure Co.,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TOL,Toll Brothers,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TOST,"Toast, Inc.",US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
TREX,Trex,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TRU,TransUnion,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TTC,Toro,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TTEK,Tetra Tech,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TTMI,TTM Technologies,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TWLO,Twilio,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
TXNM,TXNM Energy,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
TXRH,Texas Roadhouse,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
UBSI,United Bankshares,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
UFPI,UFP Industries,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
UGI,UGI Corp,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
ULS,UL Solutions,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
UMBF,UMB Financial Corp.,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
UNM,Unum,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
USFD,US Foods,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
UTHR,United Therapeutics,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VAL,Valaris,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VC,Visteon,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VFC,VF Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VIAV,Viavi Solutions,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VICR,Vicor Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VLY,Valley Bank,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VMI,Valmont Industries,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VNO,Vornado Realty Trust,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VNOM,Viper Energy,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VNT,Vontier,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VOYA,Voya Financial,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
VVV,Valvoline,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WAL,Western Alliance Bancorporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WCC,WESCO International,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WEX,WEX Inc.,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WFRD,Weatherford International,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WH,Wyndham Hotels & Resorts,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WHR,Whirlpool Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WING,Wingstop,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
WLK,Westlake Corporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WMG,Warner Music Group,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WMS,Advanced Drainage Systems,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WPC,W. P. Carey,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
WSO,Watsco,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WTFC,Wintrust Financial,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WTRG,Essential Utilities,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WTS,Watts Water Technologies,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
WWD,"Woodward, Inc.",US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
XPO,"XPO, Inc.",US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
XRAY,Dentsply Sirona,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
YETI,Yeti Holdings,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,0
ZION,Zions Bancorporation,US,S&P 400,https://en.wikipedia.org/wiki/List_of_S%26P_400_companies,2026-08-31,1
AAMI,Acadian Asset Management Inc.,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AAP,"Advance Auto Parts, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AAT,American Assets Trust,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ABCB,Ameris Bancorp,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ABG,Asbury Automotive Group,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ABM,"ABM Industries, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ABR,Arbor Realty Trust,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ACA,"Arcosa, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ACAD,Acadia Pharmaceuticals,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ACHC,Acadia Healthcare,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ACIW,ACI Worldwide,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ACLS,"Axcelis Technologies, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,0
ACMR,"ACM Research, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ACT,"Enact Holdings, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ADAM,"Adamas Trust, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ADEA,"Adeia, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ADIG,ADI Global Distribution,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ADMA,"ADMA Biologics, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ADNT,Adient,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ADT,ADT Inc.,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
ADUS,Addus HomeCare Corp.,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AEO,American Eagle Outfitters,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AESI,"Atlas Energy Solutions, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AGNT,"eXp World Holdings, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AGO,Assured Guaranty Ltd.,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AGX,"Argan, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AGYS,"Agilysys, Inc.",US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
AHCO,AdaptHealth Corp.,US,S&P 600,https://en.wikipedia.org/wiki/List_of_S%26P_600_companies,2026-08-31,1
